ID,Category,Content,Penalty,Difficulty
1129,SKILL,"Dùng miệng ngậm 1 tờ giấy ăn và xé đôi nó ra mà không dùng tay.","Làm rơi uống 1 ly",Skill
1130,CURSE,"Lời nguyền Cấm Ngồi Xổm: (Nếu đang ngồi bệt) Phải ngồi xếp bằng hoặc duỗi chân. Cấm co chân lên.","Vi phạm uống 1 ly",Physical
1131,BUDDY,"Chọn Đồng Minh Đeo Đồng Hồ: Chọn người có đeo đồng hồ. Trong 1 vòng tới, hễ ai xem giờ, cả 2 cùng uống.","Uống 1 ly",Fun
1132,ITEM,"[GIỮ LẠI] Thẻ Miễn Dọn Dẹp: Bạn được miễn tham gia dọn dẹp 'bãi chiến trường' sau khi tàn cuộc nhậu.","Không phải dọn",Tactical
1133,SECRET,"[ĐỌC THẦM] Giả vờ làm rơi điện thoại. Ai cúi xuống nhặt hoặc nhắc nhở, người đó dính bẫy.","Người tốt bụng uống 1 ly",Tactical
1134,DARE,"Gửi tin nhắn thoại tiếng chó sủa vào nhóm chat công ty/lớp.","Không làm uống 3 ly",Chaos
1135,TRUTH,"Bạn đã bao giờ 'cảm nắng' anh trai/em trai (hoặc chị/em gái) của người yêu chưa?","Nói dối uống 2 ly",Deep
1136,PARTNER,"Chọn 1 người. Hai bạn cùng làm động tác 'Chống đẩy' (Push-up) 3 cái nhịp nhàng cùng nhau.","Không làm được uống 1 ly",Physical
1137,MINI-GAME,"Thi Nín thở: Cả bàn cùng nín thở. Ai thở ra đầu tiên thì thua (hoặc người đối diện).","Thua uống 1 ly",Physical
1138,VOTE,"Ai là người có khả năng 'Bị người yêu cắm sừng' mà không biết? Chỉ tay thương cảm.","Tuần lộc uống 1 ly",Fun
1139,BRAIN,"Kể tên 3 bài hát có chữ 'Mơ' trong tựa đề. Trong 10 giây.","Bí uống 1 ly",Skill
1140,SKILL,"Đặt chai bia lên đầu và đi một vòng quanh ghế ngồi mà không rơi.","Rơi chai uống 1 ly",Skill
1141,CURSE,"Lời nguyền Cấm Nhắc Tên: Trong 1 vòng tới, ai nhắc đến tên của chủ quán (hoặc nhân viên phục vụ) sẽ bị phạt.","Vi phạm uống 1 ly",Hard
1142,ITEM,"[GIỮ LẠI] Thẻ Đổi Hình Phạt: Dùng thẻ này để đổi hình phạt Uống thành hình phạt Múa (hoặc Hát) cho bản thân.","Đổi hình phạt",Tactical
1143,SECRET,"[ĐỌC THẦM] Hãy hỏi 'Mọi người ăn no chưa?'. Ai trả lời 'No rồi' hoặc 'Chưa', người đó dính bẫy.","Người trả lời uống 1 ly",Tactical
1144,GROUP_TRUTH,"Ai đã từng đi vệ sinh ở bụi cây ven đường? Tự giác uống.","Hội bảo vệ thiên nhiên uống 1 ly",Bựa
1145,DARE,"Cho người bên cạnh búng mũi bạn 3 cái thật đau.","Không chịu đau được uống 1 ly",Physical
1146,TRUTH,"Nếu được chọn lại nghề nghiệp, bạn sẽ làm nghề gì?","Không nói uống 1 ly",Deep
1147,PARTNER,"Chọn 1 người. Hai bạn cùng làm động tác 'High five' (đập tay) trên cao và dưới thấp liên tục 10 lần.","Trượt nhịp uống 1 ly",Skill
1148,MINI-GAME,"Trò chơi Oẳn tù tì Chậm: Ra sau chủ xị 1 nhịp nhưng phải Thắng chủ xị. (Chủ xị ra Búa, bạn phải ra Bao sau đó). Sai thì thua.","Thua uống 1 ly",Brain
1149,VOTE,"Ai là người hay 'Chém gió' (nói phét) nhất bàn? Chỉ tay vạch mặt.","Thánh nổ uống 1 ly",Fun
1150,BRAIN,"Kể tên 5 loại rau gia vị (Hành, Mùi, Thì là...). Trong 10 giây.","Không biết nấu ăn uống 1 ly",Skill
1151,SKILL,"Dùng ngón út móc vào nắp lon bia (hoặc quai cốc) và nâng lên uống.","Rơi uống 1 ly",Skill
1152,CURSE,"Lời nguyền Cấm Dùng Tay Phải: Trong 1 vòng tới, tay phải phải để sau lưng (hoặc đút túi quần). Chỉ dùng tay trái.","Dùng tay phải uống 1 ly",Hard
1153,BUDDY,"Chọn Đồng Minh Uống Kép: Bạn uống 1, người đó uống 2.","Người đó uống 2 ly",Tactical
1154,ITEM,"[GIỮ LẠI] Thẻ Triệu Hồi NYC: Gọi cho NYC nói 1 câu 'Alo' rồi tắt máy.","Không gọi uống 3 ly",Hard
1155,SECRET,"[ĐỌC THẦM] Cố tình hát sai lời một bài hát. Ai sửa lời cho bạn, người đó dính bẫy.","Thánh Karaoke uống 1 ly",Tactical
1156,DARE,"Nhắn tin cho bạn thân khác giới: 'Tao thích mày lâu rồi'.","Không làm uống 3 ly",Chaos
1157,TRUTH,"Bạn ghét tính xấu nào nhất của bản thân?","Không nói uống 1 ly",Deep
1158,PARTNER,"Chọn 1 người. Hai bạn thi vật tay ngón cái. Ai thua uống.","Thua uống 1 ly",Physical
1159,MINI-GAME,"Thi nói lái: Nói lái tên người bên cạnh (Ví dụ: Hùng -> Hung Hãn -> Hãn Hùng). Ai bí thua.","Thua uống 1 ly",Brain
1160,VOTE,"Ai là người 'Yếu đuối' (dễ khóc, dễ tổn thương) nhất? Chỉ tay.","Bánh bèo uống 1 ly",Fun
1161,BRAIN,"Kể tên 3 hãng giày thể thao (Nike, Adidas, Puma...). Trong 5 giây.","Bí uống 1 ly",Skill
1162,SKILL,"Thử thách Xoay bút: Quay bút trên ngón tay cái 1 vòng.","Rơi bút uống 1 ly",Skill
1163,CURSE,"Lời nguyền Cấm Dựa Lưng: Ngồi thẳng 90 độ, không dựa ghế.","Dựa lưng uống 1 ly",Hard
1164,ITEM,"[GIỮ LẠI] Thẻ Tàng Hình: Giả vờ không ai thấy để không uống.","Không uống",Tactical
1165,SECRET,"[ĐỌC THẦM] Hỏi 'Mặt tao có gì dính không?'. Ai nhìn chăm chú vào mặt bạn, người đó dính bẫy.","Kẻ tò mò uống 1 ly",Tactical
1166,DARE,"Cho người bên trái xem tin nhắn gần nhất của bạn với Bố/Mẹ.","Không dám uống 2 ly",Hard
1167,TRUTH,"Bạn đã bao giờ 'cắm sừng' ai trong tư tưởng chưa (ngoại tình tư tưởng)?","Nói dối uống 2 ly",Deep
1168,PARTNER,"Chọn 1 người. Hai bạn cùng làm động tác 'Thả tim' vào má nhau.","Ngại không làm uống 1 ly",Fun
1169,MINI-GAME,"Thi Ai nhanh tay hơn: Đặt 1 tờ tiền ở giữa. Chủ xị hô 'Chộp'. Ai chộp được trước thắng.","Thua uống 1 ly",Skill
1170,VOTE,"Ai là người 'Thảo mai' chúa (sống giả tạo)? Chỉ tay vạch mặt.","Thánh thảo mai uống 1 ly",Fun
1171,BRAIN,"Kể tên 5 loại cá nước ngọt. Trong 10 giây.","Không biết cá uống 1 ly",Skill
1172,SKILL,"Giữ thăng bằng 1 cái thìa trên cằm trong 5 giây.","Rơi uống 1 ly",Skill
1173,CURSE,"Lời nguyền Đại Ca: Gọi người bên phải là Đại ca. Quên gọi phạt.","Quên gọi uống 1 ly",Fun
1174,ITEM,"[GIỮ LẠI] Thẻ Kháng Phạt: Từ chối bất kỳ hình phạt uống nào.","Miễn uống",Tactical
1175,SECRET,"[ĐỌC THẦM] Nói 'Trời hôm nay nóng thế'. Ai trả lời về thời tiết, người đó dính bẫy.","Người trả lời uống 1 ly",Tactical
1176,DARE,"Cho người bên cạnh vẽ trái tim lên má bằng son.","Không làm uống 2 ly",Hard
1177,TRUTH,"Lần gần nhất nói dối người yêu là về việc gì?","Không khai uống 2 ly",Drama
1178,PARTNER,"Chọn 1 người. Hai bạn cùng nhảy điệu Disco trong 30 giây.","Ngại không làm uống 1 ly",Fun
1179,MINI-GAME,"Thi Ai chớp mắt trước. Nhìn nhau, ai chớp trước thua.","Thua uống 1 ly",Skill
1180,VOTE,"Ai là người hay ảo tưởng sức mạnh nhất? Chỉ tay.","Thánh ATSM uống 1 ly",Fun
1181,BRAIN,"Kể tên 3 nhà mạng di động. Trong 5 giây.","Chậm uống 1 ly",Skill
1182,SKILL,"Dùng ngón út và ngón cái cầm ly bia uống.","Cầm sai uống 1 ly",Skill
1183,CURSE,"Lời nguyền Tay Phải: Chỉ được dùng tay phải cầm ly.","Dùng tay trái uống 1 ly",Hard
1184,BUDDY,"Chọn Đồng Minh Cận Thị: Hễ ai chỉnh kính, cả 2 cùng uống.","Uống 1 ly",Fun
1185,ITEM,"[GIỮ LẠI] Thẻ Đổi Chỗ Ngẫu Nhiên: Bắt 2 người đổi chỗ.","Không uống",Tactical
1186,SECRET,"[ĐỌC THẦM] Cố tình hát sai lời một bài hát. Ai sửa lưng bạn, người đó dính bẫy.","Thánh Karaoke uống 1 ly",Tactical
1187,DARE,"Tháo pin điện thoại và để lên bàn 10 phút.","Không làm uống 1 ly",Chaos
1188,TRUTH,"Nếu trúng số 1 tỷ, có chia cho người yêu không?","Không nói uống 1 ly",Fun
1189,PARTNER,"Chọn 1 người. Hai bạn làm động tác 'Titanic' trong 30 giây.","Cười uống 1 ly",Fun
1190,MINI-GAME,"Trò chơi Đếm Sao. Đọc sai uống.","Đọc sai uống 1 ly",Brain
1191,VOTE,"Ai là người có khả năng làm Tiktoker nhất? Chỉ tay.","Idol uống 1 ly",Fun
1192,BRAIN,"Kể tên 3 bài hát của Mỹ Tâm. Trong 5 giây.","Không biết uống 1 ly",Skill
1193,SKILL,"Dùng 2 thìa gõ nhịp Jingle Bells.","Gõ sai uống 1 ly",Skill
1194,CURSE,"Lời nguyền Không Kính: Đeo kính thì bỏ ra, không đeo thì nheo mắt.","Làm sai uống 1 ly",Fun
1195,BUDDY,"Chọn Đồng Minh Uống Kép: Bạn uống 1, người đó uống 2.","Người đó uống 2 ly",Tactical
1196,ITEM,"[GIỮ LẠI] Thẻ Triệu Hồi NYC: Gọi cho NYC nói 1 câu.","Không gọi uống 3 ly",Hard
1197,SECRET,"[ĐỌC THẦM] Buộc dây giày 2 chiếc vào nhau. Đi thử. Ai cười, người đó uống.","Người cười uống 1 ly",Fun
1198,DARE,"Ăn chanh không nhăn mặt.","Nhăn mặt uống 1 ly",Physical
1199,TRUTH,"Lén đọc tin nhắn người yêu bao giờ chưa?","Nói dối uống 2 ly",Drama
1200,PARTNER,"Chọn 1 người. Thi vật tay ngón trỏ.","Thua uống 1 ly",PhysicalID,Category,Content,Penalty,Difficulty
1771,ITEM,"[SỰ KIỆN] Nhảy Cóc (Lẻ): Bắt đầu từ bạn là số 1. Những người ở vị trí Lẻ (1, 3, 5, 7...) theo chiều kim đồng hồ phải uống.","Team số Lẻ uống 1 ly",Position
1772,ITEM,"[SỰ KIỆN] Nhảy Cóc (Chẵn): Bắt đầu từ bạn là số 1. Những người ở vị trí Chẵn (2, 4, 6, 8...) theo chiều kim đồng hồ phải uống.","Team số Chẵn uống 1 ly",Position
1773,ITEM,"[SỰ KIỆN] Tam Giác Quỷ: Bạn chọn ra 2 người khác để tạo thành một hình tam giác đều (hoặc gần đều) với bạn. Cả 3 cùng uống.","Tam giác uống 1 ly",Position
1774,ITEM,"[SỰ KIỆN] Bắn Tỉa Xa: Người ngồi xa bạn nhất (đối diện) và 2 người ngồi cạnh người đó (tổng 3 người) bị dính đạn.","Phe đối diện uống 1 ly",Position
1775,ITEM,"[SỰ KIỆN] Lây Lan Cục Bộ: Bạn uống. Người bên Trái bạn uống. Người bên Trái của người đó uống. (Tổng 3 người liên tiếp).","3 người liên tiếp uống",Position
1776,ITEM,"[SỰ KIỆN] Phong Tỏa Biên Giới: Chỉ có Bạn và Người ngồi đối diện được AN TOÀN. Tất cả những người còn lại (hai bên sườn) phải uống.","Hai bên sườn uống 1 ly",Chaos
1777,ITEM,"[SỰ KIỆN] Cách 2 ô uống 1 ô: Bắt đầu từ bạn (Uống) -> Bỏ 2 người -> Người thứ 4 Uống -> Bỏ 2 người -> Người thứ 7 Uống.","Theo quy luật uống 1 ly",Math
1778,ITEM,"[SỰ KIỆN] Chia Bàn: Kẻ một đường thẳng tưởng tượng chia đôi bàn nhậu. Phe bên nào đông người hơn thì phe đó uống. Nếu bằng nhau thì phe có Bạn uống.","Phe đông dân uống 1 ly",War
1779,ITEM,"[SỰ KIỆN] Vệ Tinh: Bạn là Trái Đất (không uống). Hai người ngồi cạnh bạn là Mặt Trăng (Uống 1 ly). Những người còn lại là Sao Hỏa (Uống 2 ly).","Mọi người uống trừ bạn",Power
1780,GROUP_TRUTH,"Lý do: Ai đang ngồi ghế có dựa lưng? Vì sướng quá hóa rồ. (Ai ngồi ghế đẩu không dựa thì thoát).","Hội ghế dựa uống 1 ly",Position
1781,ITEM,"[SỰ KIỆN] So Le Ngược: Người ngồi vị trí 2, 4, 6... (tính từ bạn) được quyền chỉ định người ngồi vị trí 1, 3, 5... uống hộ mình 1 ly.","Số lẻ uống hộ số chẵn",Chaos
1782,ITEM,"[SỰ KIỆN] Domino Đổ: Bạn uống 1 ngụm. Người bên phải uống 2 ngụm. Người tiếp theo 3 ngụm... Cứ thế tăng dần cho đến hết vòng.","Uống tăng dần",Hard
1783,GROUP_TRUTH,"Lý do: Ai đang bắt chéo chân PHẢI lên chân TRÁI? Vì dáng ngồi này làm tắc mạch máu. Uống cho thông.","Hội chéo chân phải uống 1 ly",Body
1784,ITEM,"[SỰ KIỆN] Áo Cộc Tay vs Áo Dài Tay: Bên nào quân số ít hơn thì phải uống để 'bảo tồn'. Nếu bằng nhau thì tất cả cùng uống.","Phe ít người hơn uống 1 ly",Fashion
1785,ITEM,"[SỰ KIỆN] Định Luật Bảo Toàn: Người rót rượu gần nhất và người được rót rượu gần nhất cùng uống giao bôi.","2 người liên quan uống",Fun
1786,ITEM,"[SỰ KIỆN] Tứ Trụ Triều Đình: 4 người ngồi ở 4 góc bàn (hoặc 4 hướng Đông Tây Nam Bắc) phải đứng dậy uống.","4 góc bàn uống 1 ly",Position
1787,GROUP_TRUTH,"Lý do: Ai đang để tay lên bàn? Vì chiếm diện tích quá. Bỏ tay xuống hoặc uống.","Hội để tay lên bàn uống 1 ly",Position
1788,ITEM,"[SỰ KIỆN] Gắp Thăm May Mắn: Bạn nhắm mắt, xoay 3 vòng rồi chỉ tay loạn xạ. Trúng ai người đó uống. Trúng không khí thì bạn uống.","Tùy ngón tay chỉ",Luck
1789,ITEM,"[SỰ KIỆN] Bom Hẹn Giờ: Đếm số 1-2-3... theo vòng tròn. Ai đếm trúng số ngày sinh của bạn (VD bạn sinh ngày 15, ai đếm 15) thì người đó nổ banh xác.","Người trùng ngày sinh uống 2 ly",Luck
1790,GROUP_TRUTH,"Lý do: Ai có tóc mái che trán? Vì che giấu sự thông minh.","Hội tóc mái uống 1 ly",Fashion
1791,ITEM,"[SỰ KIỆN] Cơn Mưa Ngang Qua: Bạn cầm thìa gõ vào bát/cốc. Gõ bao nhiêu tiếng thì người ngồi cách bạn bấy nhiêu ô (về bên phải) phải uống.","Người bị chỉ định uống",Math
1792,ITEM,"[SỰ KIỆN] Đảo Chính: Tất cả những người chưa bị phạt ly nào từ đầu cuộc chơi đến giờ phải uống 1 ly 'khai vị'.","Hội bất tử uống 1 ly",Fair
1793,GROUP_TRUTH,"Lý do: Ai đang dùng ốp lưng điện thoại màu đen? Vì cuộc đời u ám quá.","Team ốp đen uống 1 ly",Object
1794,ITEM,"[SỰ KIỆN] Kính Lão Đắc Thọ: 3 người lớn tuổi nhất bàn uống 1 ly chúc sức khỏe các em.","Hội người cao tuổi uống 1 ly",Age
1795,ITEM,"[SỰ KIỆN] Tre Già Măng Mọc: 3 người trẻ tuổi nhất bàn uống 1 ly để mau lớn.","Hội nhi đồng uống 1 ly",Age
1796,GROUP_TRUTH,"Lý do: Ai không đeo đồng hồ? Vì không biết quý trọng thời gian.","Hội không đồng hồ uống 1 ly",Object
1797,ITEM,"[SỰ KIỆN] Vòng Tròn Olympic: 5 người ngồi liên tiếp nhau (bắt đầu từ bạn) uống giao bôi dây chuyền (móc tay vào nhau).","5 người uống 1 ly",Teamwork
1798,ITEM,"[SỰ KIỆN] Sàng Lọc Tự Nhiên: Ai đang cầm điện thoại trên tay thì uống. Ai không cầm thì thoát.","Hội nghiện điện thoại uống 1 ly",Action
1799,ITEM,"[SỰ KIỆN] Đổi Vị Trí: Người ngồi vị trí số 1 (bạn) uống. Người ngồi vị trí số 2 uống. Người ngồi vị trí số 4 uống. Người ngồi vị trí số 8 uống (Cấp số nhân).","1-2-4-8 uống 1 ly",Math
1800,GROUP_TRUTH,"Lý do: Ai đang đi giày thể thao (Sneaker)? Vì đi nhậu mà đi giày kín quá bí chân.","Team Sneaker uống 1 ly",Fashion
1801,ITEM,"[SỰ KIỆN] Chọn Lọc Ngẫu Nhiên: Bạn tung 1 đồng xu (hoặc nắp chai). Sấp: Những người bên TRÁI bạn uống. Ngửa: Những người bên PHẢI bạn uống.","Một nửa bàn uống",Luck
1802,ITEM,"[SỰ KIỆN] Cô Lập Kẻ Thù: Bạn ghét ai nhất bàn? Chỉ tay vào người đó. Hai người ngồi cạnh người đó (bảo kê) phải uống thay.","2 vệ sĩ uống 1 ly",Tactical
1803,GROUP_TRUTH,"Lý do: Ai có tên lót là 'Thị' hoặc 'Văn'? Tên phổ thông quá, uống phạt.","Team Thị/Văn uống 1 ly",Name
1804,ITEM,"[SỰ KIỆN] Đồng Hồ Cát: Bắt đầu từ bạn, mọi người lần lượt uống. Người sau phải uống nhiều hơn người trước một chút (nhấp môi -> nửa ly -> cạn ly).","Uống tăng dần theo vòng",Flow
1805,ITEM,"[SỰ KIỆN] Thử Thách Tình Bạn: Bạn chọn 1 người. Người đó chọn 1 người khác. Người thứ 3 chọn người thứ 4... Dây chuyền 5 người. Người cuối cùng bị chọn phải uống.","Người thứ 5 uống 1 ly",Chain
1806,GROUP_TRUTH,"Lý do: Ai đang mặc áo có cổ (sơ mi, polo)? Vì lịch sự quá mức quy định.","Team áo có cổ uống 1 ly",Fashion
1807,ITEM,"[SỰ KIỆN] Cặp Đôi Hoàn Hảo: Người ngồi đối diện bạn và người ngồi đối diện của người bên cạnh bạn uống. (Hai cặp đối đỉnh).","2 cặp đối diện uống",Position
1808,ITEM,"[SỰ KIỆN] Xả Kho: Ai còn bia trong ly thì uống hết. Ai ly rỗng thì rót đầy rồi... để đó (không uống).","Người còn bia uống cạn",Clean
1809,GROUP_TRUTH,"Lý do: Ai có tóc rẽ ngôi giữa (bổ luống)? Vì nhìn 'quyển vở' quá.","Team Đan Trường uống 1 ly",Hair
1810,ITEM,"[SỰ KIỆN] Vòng Quay Mặt Trời: Quay chai bia. Chai dừng lại. Người bị chai chỉ và 2 người bên cạnh họ phải đứng lên xoay 1 vòng rồi uống.","3 người uống 1 ly",Fun
1811,ITEM,"[SỰ KIỆN] Luật Nhân Quả: Ai đã từng chỉ định bạn uống trong ván này? Tất cả những người đó phải uống lại 1 ly tạ lỗi.","Những kẻ từng hại bạn uống",Karma
1812,GROUP_TRUTH,"Lý do: Ai dùng điện thoại iPhone đời cũ (có nút Home)? Vì hoài cổ.","Team nút Home uống 1 ly",Tech
1813,ITEM,"[SỰ KIỆN] Cơn Lốc Màu Da Cam: Ai mặc áo màu cam, đỏ, vàng (tông nóng) phải uống. Tông lạnh (xanh, đen, trắng) cổ vũ.","Team màu nóng uống 1 ly",Color
1814,ITEM,"[SỰ KIỆN] Sóng Thần: Bắt đầu từ bạn. Bạn uống. Người bên trái uống. Người bên phải uống. Người đối diện uống. (Hình chữ Thập).","4 người hình chữ thập uống",Position
1815,GROUP_TRUTH,"Lý do: Ai đi tất (vớ) lệch màu hoặc rách? Tự thú đi.","Hội cái bang uống 1 ly",Bựa
